date,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Atmosphere (hpa),Relative humidity (%),Power (MW)
2019-05-04 23:45:00,0,0,0,1014.8,56.4,-0.0357
2019-05-05 00:00:00,0,0,0,1014.9,53.2,-0.0378
2019-05-05 00:15:00,0,0,0,1014.7,50.4,-0.0378
2019-05-05 00:30:00,0,0,0,1014.5,49.7,-0.0378
2019-05-05 00:45:00,0,0,0,1014.6,49.6,-0.0378
2019-05-05 01:00:00,0,0,0,1014.6,49.3,-0.0378
2019-05-05 01:15:00,0,0,0,1014.6,51.6,-0.0378
2019-05-05 01:30:00,0,0,0,1014.6,56.8,-0.0336
2019-05-05 01:45:00,0,0,0,1014.5,55.3,-0.0378
2019-05-05 02:00:00,0,0,0,1014.7,56.0,-0.0378
2019-05-05 02:15:00,0,0,0,1014.6,54.6,-0.0378
2019-05-05 02:30:00,0,0,0,1014.7,51.6,-0.0357
2019-05-05 02:45:00,0,0,0,1014.6,52.5,-0.0378
2019-05-05 03:00:00,0,0,0,1014.5,50.5,-0.0357
2019-05-05 03:15:00,0,0,0,1014.4,57.8,-0.0357
2019-05-05 03:30:00,0,0,0,1014.5,58.1,-0.0378
2019-05-05 03:45:00,0,0,0,1014.5,58.7,-0.0357
2019-05-05 04:00:00,0,0,0,1014.4,60.7,-0.0378
2019-05-05 04:15:00,0,0,0,1014.3,58.4,-0.0378
2019-05-05 04:30:00,0,0,0,1014.0,56.9,-0.0357
2019-05-05 04:45:00,0,0,0,1014.2,58.6,-0.0336
2019-05-05 05:00:00,0,0,0,1014.5,61.3,-0.0378
2019-05-05 05:15:00,0,0,0,1014.5,59.8,-0.0378
2019-05-05 05:30:00,0,0,30,1014.4,61.0,-0.0336
2019-05-05 05:45:00,40,0,51,1014.4,60.0,0.017052
2019-05-05 06:00:00,59,69,63,1014.6,56.5,0.5435325
2019-05-05 06:15:00,91,223,80,1014.6,55.3,1.19364
2019-05-05 06:30:00,128,219,92,1014.7,54.7,3.0928065
2019-05-05 06:45:00,170,277,98,1014.6,50.7,4.6274865
2019-05-05 07:00:00,221,334,103,1015.1,49.1,6.2005335
2019-05-05 07:15:00,279,380,112,1015.1,45.7,7.97181
2019-05-05 07:30:00,333,405,112,1015.1,43.5,10.056417
2019-05-05 07:45:00,395,470,109,1015.0,42.1,11.910822
2019-05-05 08:00:00,451,474,116,1015.0,40.4,13.7630955
2019-05-05 08:15:00,502,489,118,1015.0,37.7,15.581265
2019-05-05 08:30:00,554,506,119,1015.0,37.7,17.329095
2019-05-05 08:45:00,610,545,120,1015.0,37.4,18.8616435
2019-05-05 09:00:00,657,541,122,1015.0,37.1,20.2385925
2019-05-05 09:15:00,700,560,124,1015.0,33.6,21.664566
2019-05-05 09:30:00,743,581,122,1015.0,32.3,22.994622
2019-05-05 09:45:00,783,600,122,1015.0,31.6,24.0582405
2019-05-05 10:00:00,818,611,118,1015.1,33.2,24.972654
2019-05-05 10:15:00,849,628,111,1015.1,33.2,25.7847555
2019-05-05 10:30:00,879,637,107,1014.9,31.7,26.694906
2019-05-05 10:45:00,902,672,104,1014.7,29.3,27.3236985
2019-05-05 11:00:00,924,681,102,1014.7,27.9,27.867231
2019-05-05 11:15:00,938,663,103,1014.4,28.8,28.216797
2019-05-05 11:30:00,946,674,106,1014.4,28.9,28.4448675
2019-05-05 11:45:00,938,671,107,1014.0,30.7,28.523733
2019-05-05 12:00:00,936,663,109,1014.1,29.7,28.5855465
2019-05-05 12:15:00,939,654,112,1013.9,29.3,28.429947
2019-05-05 12:30:00,918,642,115,1013.8,29.5,28.319109
2019-05-05 12:45:00,918,660,113,1013.6,27.5,27.850179
2019-05-05 13:00:00,922,719,104,1013.6,23.8,27.9119925
2019-05-05 13:15:00,871,658,114,1013.4,25.3,27.3492765
2019-05-05 13:30:00,875,716,103,1013.1,24.3,27.0039735
2019-05-05 13:45:00,830,676,101,1012.9,22.8,26.1641625
2019-05-05 14:00:00,797,654,109,1012.9,23.7,25.369113
2019-05-05 14:15:00,758,658,108,1012.9,24.5,24.3566505
2019-05-05 14:30:00,725,648,99,1012.7,23.0,24.0156105
2019-05-05 14:45:00,679,642,97,1012.4,22.6,22.8646005
2019-05-05 15:00:00,625,629,94,1012.1,21.4,17.874759
2019-05-05 15:15:00,580,618,91,1012.0,21.1,12.041148
2019-05-05 15:30:00,530,614,86,1011.7,22.2,20.4176385
2019-05-05 15:45:00,485,630,77,1011.7,21.4,15.930831
2019-05-05 16:00:00,411,586,76,1011.6,23.0,15.461901
2019-05-05 16:15:00,364,562,73,1011.3,21.2,14.344995
2019-05-05 16:30:00,303,536,69,1011.4,25.1,11.6571735
2019-05-05 16:45:00,251,504,67,1011.2,22.2,9.5214105
2019-05-05 17:00:00,197,479,63,1011.5,22.5,7.3259655
2019-05-05 17:15:00,151,459,58,1011.3,24.2,4.2907095
2019-05-05 17:30:00,106,448,52,1011.2,23.4,3.691758
2019-05-05 17:45:00,63,370,46,1011.1,23.8,2.0185305
2019-05-05 18:00:00,46,340,40,1011.0,24.6,1.2042975
2019-05-05 18:15:00,32,274,33,1011.1,26.0,0.7865235
2019-05-05 18:30:00,0,39,0,1011.2,29.4,0.503034
2019-05-05 18:45:00,0,0,0,1011.0,30.4,0.2110185
2019-05-05 19:00:00,0,0,0,1011.0,35.3,-0.0042
2019-05-05 19:15:00,0,0,0,1011.1,35.4,-0.0399
2019-05-05 19:30:00,0,0,0,1011.2,38.7,-0.0357
2019-05-05 19:45:00,0,0,0,1011.2,49.2,-0.0378
2019-05-05 20:00:00,0,0,0,1011.5,51.8,-0.0336
2019-05-05 20:15:00,0,0,0,1011.6,54.0,-0.0378
2019-05-05 20:30:00,0,0,0,1011.6,54.1,-0.0357
2019-05-05 20:45:00,0,0,0,1011.7,55.2,-0.0357
2019-05-05 21:00:00,0,0,0,1011.7,55.1,-0.0336
2019-05-05 21:15:00,0,0,0,1012.0,52.1,-0.0378
2019-05-05 21:30:00,0,0,0,1012.1,50.7,-0.0336
2019-05-05 21:45:00,0,0,0,1011.9,52.9,-0.0378
2019-05-05 22:00:00,0,0,0,1011.9,51.9,-0.0378
2019-05-05 22:15:00,0,0,0,1011.9,49.0,-0.0357
2019-05-05 22:30:00,0,0,0,1011.9,46.6,-0.0378
2019-05-05 22:45:00,0,0,0,1011.7,45.3,-0.0378
2019-05-05 23:00:00,0,0,0,1011.4,45.9,-0.0336
2019-05-05 23:15:00,0,0,0,1011.5,45.1,-0.0336
2019-05-05 23:30:00,0,0,0,1011.5,50.4,-0.0378
2019-05-05 23:45:00,0,0,0,1011.1,52.9,-0.0357
2019-05-06 00:00:00,0,0,0,1011.0,52.9,-0.0378
2019-05-06 00:15:00,0,0,0,1010.9,52.3,-0.0378
2019-05-06 00:30:00,0,0,0,1010.8,51.8,-0.0336
2019-05-06 00:45:00,0,0,0,1010.8,53.1,-0.0357
2019-05-06 01:00:00,0,0,0,1010.7,53.2,-0.0357
2019-05-06 01:15:00,0,0,0,1010.6,55.2,-0.0336
2019-05-06 01:30:00,0,0,0,1010.6,54.2,-0.0357
2019-05-06 01:45:00,0,0,0,1010.4,55.0,-0.0357
2019-05-06 02:00:00,0,0,0,1010.2,55.1,-0.0378
2019-05-06 02:15:00,0,0,0,1010.2,54.7,-0.0357
2019-05-06 02:30:00,0,0,0,1010.0,57.7,-0.0357
2019-05-06 02:45:00,0,0,0,1009.9,57.6,-0.0378
2019-05-06 03:00:00,0,0,0,1009.6,58.1,-0.0357
2019-05-06 03:15:00,0,0,0,1009.6,58.7,-0.0378
2019-05-06 03:30:00,0,0,0,1009.1,57.3,-0.0336
2019-05-06 03:45:00,0,0,0,1009.2,57.2,-0.0378
2019-05-06 04:00:00,0,0,0,1008.8,57.3,-0.0378
2019-05-06 04:15:00,0,0,0,1008.6,55.2,-0.0357
2019-05-06 04:30:00,0,0,0,1008.3,54.5,-0.0378
2019-05-06 04:45:00,0,0,0,1008.2,55.8,-0.0357
2019-05-06 05:00:00,0,0,0,1008.1,56.2,-0.0336
2019-05-06 05:15:00,0,0,0,1007.9,56.6,0.1641255
2019-05-06 05:30:00,0,0,0,1007.7,55.7,0.5520585
2019-05-06 05:45:00,33,0,47,1007.7,54.1,0.9655695
2019-05-06 06:00:00,61,91,77,1007.7,52.9,1.4387625
2019-05-06 06:15:00,118,285,110,1007.7,52.9,2.1037905
2019-05-06 06:30:00,98,78,103,1007.9,53.0,3.0928065
2019-05-06 06:45:00,204,267,144,1007.9,53.0,4.51878
2019-05-06 07:00:00,103,0,111,1007.7,49.7,6.270873
2019-05-06 07:15:00,173,64,154,1007.5,48.8,7.9057335
2019-05-06 07:30:00,129,0,111,1007.5,50.2,9.655695
2019-05-06 07:45:00,398,454,110,1007.1,47.7,11.5292835
2019-05-06 08:00:00,460,492,113,1007.0,48.2,13.373031
2019-05-06 08:15:00,511,523,117,1006.5,46.4,15.129387
2019-05-06 08:30:00,558,521,112,1006.8,48.4,16.915584
2019-05-06 08:45:00,604,541,115,1006.8,48.8,18.54405
2019-05-06 09:00:00,646,534,122,1006.7,48.0,19.997733
2019-05-06 09:15:00,689,552,121,1006.2,45.8,21.178584
2019-05-06 09:30:00,729,562,123,1005.8,44.3,22.4851935
2019-05-06 09:45:00,772,573,126,1005.7,44.3,23.4955245
2019-05-06 10:00:00,798,562,137,1005.5,44.4,24.4973295
2019-05-06 10:15:00,821,543,152,1005.4,45.8,25.381902
2019-05-06 10:30:00,834,542,168,1004.9,40.5,26.285658
2019-05-06 10:45:00,866,551,166,1004.6,39.2,26.891004
2019-05-06 11:00:00,879,557,165,1004.4,38.5,27.483561
2019-05-06 11:15:00,891,570,167,1004.0,37.7,27.8182065
2019-05-06 11:30:00,888,552,170,1003.9,36.3,28.1677725
2019-05-06 11:45:00,901,547,175,1003.8,36.6,28.336161
2019-05-06 12:00:00,880,515,189,1003.5,37.5,28.366002
2019-05-06 12:15:00,885,549,183,1003.1,34.3,28.366002
2019-05-06 12:30:00,881,538,183,1003.1,36.9,28.2487695
2019-05-06 12:45:00,869,551,180,1002.8,36.0,28.165641
2019-05-06 13:00:00,855,527,184,1002.6,37.7,27.7968915
2019-05-06 13:15:00,837,538,185,1002.3,36.2,27.415353
2019-05-06 13:30:00,800,484,198,1001.9,36.4,26.7865605
2019-05-06 13:45:00,774,501,198,1001.3,35.3,26.196135
2019-05-06 14:00:00,751,495,200,1001.4,35.0,25.219908
2019-05-06 14:15:00,704,465,206,1000.9,35.0,24.230892
2019-05-06 14:30:00,674,450,208,1000.9,32.6,22.960518
2019-05-06 14:45:00,643,468,184,1000.9,33.4,21.5473335
2019-05-06 15:00:00,583,464,156,1000.8,30.4,19.9231305
2019-05-06 15:15:00,535,463,155,1000.5,32.8,18.190221
2019-05-06 15:30:00,505,473,147,1000.5,33.3,16.996581
2019-05-06 15:45:00,452,451,141,1000.3,31.2,15.4938735
2019-05-06 16:00:00,408,433,138,1000.1,26.0,13.6437315
2019-05-06 16:15:00,346,357,159,1000.2,23.6,11.9129535
2019-05-06 16:30:00,278,278,159,1000.1,25.4,9.911475
2019-05-06 16:45:00,231,237,154,999.9,23.4,7.873761
2019-05-06 17:00:00,184,208,142,999.9,26.8,5.7102885
2019-05-06 17:15:00,142,152,124,999.9,26.4,5.1347835
2019-05-06 17:30:00,109,106,109,999.9,30.2,3.28251
2019-05-06 17:45:00,79,69,91,999.7,33.3,1.8309585
2019-05-06 18:00:00,56,34,70,999.5,38.7,1.202166
2019-05-06 18:15:00,34,0,46,999.8,41.8,1.232007
2019-05-06 18:30:00,0,0,0,999.6,40.4,0.571242
2019-05-06 18:45:00,0,0,0,999.7,40.2,0.157731
2019-05-06 19:00:00,0,0,0,1000.1,40.5,-0.0357
2019-05-06 19:15:00,0,0,0,1000.2,39.7,-0.0378
2019-05-06 19:30:00,0,0,0,1000.5,41.4,-0.0378
2019-05-06 19:45:00,0,0,0,1000.7,43.4,-0.0378
2019-05-06 20:00:00,0,0,0,1001.1,45.1,-0.0357
2019-05-06 20:15:00,0,0,0,1002.4,39.6,-0.0336
2019-05-06 20:30:00,0,0,0,1001.9,31.1,-0.0357
2019-05-06 20:45:00,0,0,0,1001.8,38.3,-0.0315
2019-05-06 21:00:00,0,0,0,1004.4,42.7,-0.0336
2019-05-06 21:15:00,0,0,0,1004.8,64.7,-0.0336
2019-05-06 21:30:00,0,0,0,1004.2,60.1,-0.0378
2019-05-06 21:45:00,0,0,0,1003.9,61.0,-0.0378
2019-05-06 22:00:00,0,0,0,1004.2,66.1,-0.0378
2019-05-06 22:15:00,0,0,0,1004.2,61.9,-0.0378
2019-05-06 22:30:00,0,0,0,1004.5,64.2,-0.0378
2019-05-06 22:45:00,0,0,0,1004.9,59.4,-0.0357
2019-05-06 23:00:00,0,0,0,1005.1,55.3,-0.0378
2019-05-06 23:15:00,0,0,0,1005.3,45.3,-0.0357
2019-05-06 23:30:00,0,0,0,1005.4,57.1,-0.0336
2019-05-06 23:45:00,0,0,0,1005.9,57.2,-0.0357
2019-05-07 00:00:00,0,0,0,1006.1,63.1,-0.0378
2019-05-07 00:15:00,0,0,0,1006.0,61.5,-0.0357
2019-05-07 00:30:00,0,0,0,1006.1,56.5,-0.0357
2019-05-07 00:45:00,0,0,0,1006.3,51.0,-0.0378
2019-05-07 01:00:00,0,0,0,1007.3,50.0,-0.0378
2019-05-07 01:15:00,0,0,0,1007.4,49.6,-0.0357
2019-05-07 01:30:00,0,0,0,1007.4,51.0,-0.0357
2019-05-07 01:45:00,0,0,0,1007.3,51.1,-0.0378
2019-05-07 02:00:00,0,0,0,1007.2,50.6,-0.0378
2019-05-07 02:15:00,0,0,0,1007.4,51.9,-0.0357
2019-05-07 02:30:00,0,0,0,1007.5,51.0,-0.0378
2019-05-07 02:45:00,0,0,0,1007.8,51.9,-0.0378
2019-05-07 03:00:00,0,0,0,1007.7,49.6,-0.0357
2019-05-07 03:15:00,0,0,0,1008.0,49.4,-0.0357
2019-05-07 03:30:00,0,0,0,1008.1,46.8,-0.0378
2019-05-07 03:45:00,0,0,0,1008.1,47.4,-0.0357
2019-05-07 04:00:00,0,0,0,1008.3,47.8,-0.0336
2019-05-07 04:15:00,0,0,0,1008.5,48.2,-0.0336
2019-05-07 04:30:00,0,0,0,1008.4,49.2,-0.0378
2019-05-07 04:45:00,0,0,0,1008.5,49.3,-0.0357
2019-05-07 05:00:00,0,0,0,1008.5,52.7,-0.0378
2019-05-07 05:15:00,0,0,0,1008.5,53.5,0.1470735
2019-05-07 05:30:00,0,0,30,1008.5,53.1,0.5094285
2019-05-07 05:45:00,41,0,54,1008.7,51.9,1.010331
2019-05-07 06:00:00,63,0,75,1009.1,52.4,1.624203
2019-05-07 06:15:00,94,79,93,1009.2,50.9,2.0995275
2019-05-07 06:30:00,128,191,104,1009.8,51.5,1.760619
2019-05-07 06:45:00,174,214,115,1010.0,51.2,2.2402065
2019-05-07 07:00:00,221,281,118,1010.2,48.0,4.1628195
2019-05-07 07:15:00,272,297,128,1010.2,46.7,2.08887
2019-05-07 07:30:00,326,341,133,1010.3,47.8,2.634534
2019-05-07 07:45:00,379,370,137,1010.5,45.3,4.514517
2019-05-07 08:00:00,436,406,145,1010.4,44.8,5.6335545
2019-05-07 08:15:00,489,431,145,1010.3,43.0,8.581419
2019-05-07 08:30:00,542,436,150,1010.6,41.3,7.596666
2019-05-07 08:45:00,596,458,157,1010.6,42.4,10.013787
2019-05-07 09:00:00,637,488,147,1010.7,42.9,7.0403445
2019-05-07 09:15:00,683,502,145,1010.7,39.0,5.8935975
2019-05-07 09:30:00,720,506,149,1010.5,39.7,8.589945
2019-05-07 09:45:00,775,587,111,1010.8,35.5,9.3508905
2019-05-07 10:00:00,803,577,113,1011.1,35.0,7.7181615
2019-05-07 10:15:00,841,630,97,1011.2,35.1,9.5896185
2019-05-07 10:30:00,877,669,82,1011.1,32.4,9.4020465
2019-05-07 10:45:00,906,679,77,1011.2,30.1,14.784084
2019-05-07 11:00:00,918,658,85,1010.9,30.9,27.977866
2019-05-07 11:15:00,930,669,89,1010.7,30.4,19.7739255
2019-05-07 11:30:00,930,657,92,1010.7,30.6,15.8393795
2019-05-07 11:45:00,936,661,89,1010.5,30.4,6.8188715
2019-05-07 12:00:00,929,664,92,1010.5,33.1,9.8965545
2019-05-07 12:15:00,928,662,96,1010.4,33.2,12.089868
2019-05-07 12:30:00,911,635,111,1010.2,32.9,15.321222
2019-05-07 12:45:00,894,615,117,1010.0,32.8,8.9331165
2019-05-07 13:00:00,896,658,104,1010.0,32.0,12.384015
2019-05-07 13:15:00,869,642,101,1009.7,32.5,13.807857
2019-05-07 13:30:00,846,673,91,1009.4,32.8,16.4274705
2019-05-07 13:45:00,819,662,89,1009.5,32.3,12.976572
2019-05-07 14:00:00,782,667,87,1009.2,33.0,12.0152655
2019-05-07 14:15:00,751,665,82,1009.1,30.4,9.12282
2019-05-07 14:30:00,712,667,76,1008.9,32.7,7.102158
2019-05-07 14:45:00,672,646,70,1008.5,34.1,5.8935975
2019-05-07 15:00:00,623,645,68,1008.3,33.8,5.013288
2019-05-07 15:15:00,575,628,67,1008.2,31.8,2.7261885
2019-05-07 15:30:00,524,629,64,1008.0,32.4,3.7876755
2019-05-07 15:45:00,470,601,63,1008.0,31.9,2.4363045
2019-05-07 16:00:00,423,606,61,1007.8,33.6,3.7066785
2019-05-07 16:15:00,360,564,67,1007.7,33.3,3.444504
2019-05-07 16:30:00,299,502,73,1007.6,35.7,2.446962
2019-05-07 16:45:00,248,462,74,1007.4,32.9,2.233812
2019-05-07 17:00:00,198,432,72,1007.2,35.2,2.5130385
2019-05-07 17:15:00,153,381,67,1006.9,35.1,2.715531
2019-05-07 17:30:00,110,345,65,1007.0,35.8,2.2061025
2019-05-07 17:45:00,75,323,59,1006.8,37.3,1.3662915
2019-05-07 18:00:00,54,231,51,1006.9,35.4,0.5648475
2019-05-07 18:15:00,39,147,43,1006.8,39.4,0.204624
2019-05-07 18:30:00,0,0,30,1006.8,39.3,0.059682
2019-05-07 18:45:00,0,0,0,1006.8,41.8,-0.0231
2019-05-07 19:00:00,0,0,0,1006.8,44.8,-0.0357
2019-05-07 19:15:00,0,0,0,1006.9,44.4,-0.0336
2019-05-07 19:30:00,0,0,0,1006.9,47.7,-0.0357
2019-05-07 19:45:00,0,0,0,1006.9,48.6,-0.0378
2019-05-07 20:00:00,0,0,0,1006.9,51.6,-0.0336
2019-05-07 20:15:00,0,0,0,1006.8,53.0,-0.0378
2019-05-07 20:30:00,0,0,0,1006.8,55.3,-0.0357
2019-05-07 20:45:00,0,0,0,1006.5,55.0,-0.0336
2019-05-07 21:00:00,0,0,0,1006.6,54.8,-0.0378
2019-05-07 21:15:00,0,0,0,1006.5,53.1,-0.0378
2019-05-07 21:30:00,0,0,0,1006.5,52.6,-0.0357
2019-05-07 21:45:00,0,0,0,1006.2,51.8,-0.0378
2019-05-07 22:00:00,0,0,0,1006.1,52.0,-0.0315
2019-05-07 22:15:00,0,0,0,1005.7,51.7,-0.0357
2019-05-07 22:30:00,0,0,0,1005.4,52.8,-0.0357
2019-05-07 22:45:00,0,0,0,1004.9,45.9,-0.0357
2019-05-07 23:00:00,0,0,0,1004.7,50.6,-0.0357
2019-05-07 23:15:00,0,0,0,1004.8,53.9,-0.0378
2019-05-07 23:30:00,0,0,0,1004.8,55.9,-0.0357
2019-05-07 23:45:00,0,0,0,1004.6,55.3,-0.0378
2019-05-08 00:00:00,0,0,0,1003.9,55.8,-0.0357
2019-05-08 00:15:00,0,0,0,1003.9,56.4,-0.0357
2019-05-08 00:30:00,0,0,0,1003.5,58.9,-0.0378
2019-05-08 00:45:00,0,0,0,1003.2,57.7,-0.0357
2019-05-08 01:00:00,0,0,0,1002.7,54.1,-0.0336
2019-05-08 01:15:00,0,0,0,1002.3,51.5,-0.0378
2019-05-08 01:30:00,0,0,0,1001.8,49.6,-0.0378
2019-05-08 01:45:00,0,0,0,1001.4,49.7,-0.0336
2019-05-08 02:00:00,0,0,0,1001.1,49.8,-0.0378
2019-05-08 02:15:00,0,0,0,1001.1,49.4,-0.0378
2019-05-08 02:30:00,0,0,0,1000.9,52.7,-0.0378
2019-05-08 02:45:00,0,0,0,1000.7,54.1,-0.0378
2019-05-08 03:00:00,0,0,0,1000.6,53.5,-0.0357
2019-05-08 03:15:00,0,0,0,1000.4,53.7,-0.0357
2019-05-08 03:30:00,0,0,0,999.9,52.5,-0.0378
2019-05-08 03:45:00,0,0,0,999.6,52.5,-0.0357
2019-05-08 04:00:00,0,0,0,999.1,52.5,-0.0378
2019-05-08 04:15:00,0,0,0,998.9,52.4,-0.0378
2019-05-08 04:30:00,0,0,0,998.8,54.2,-0.0378
2019-05-08 04:45:00,0,0,0,998.7,55.9,-0.0378
2019-05-08 05:00:00,0,0,0,998.4,56.1,-0.0357
2019-05-08 05:15:00,0,0,0,998.4,57.0,-0.0357
2019-05-08 05:30:00,0,0,30,998.4,56.7,-0.0378
2019-05-08 05:45:00,36,0,49,998.4,56.1,-0.0357
2019-05-08 06:00:00,57,0,72,998.4,54.5,0.080997
2019-05-08 06:15:00,92,0,111,998.5,51.1,0.119364
2019-05-08 06:30:00,127,0,142,998.8,49.8,0.477456
2019-05-08 06:45:00,105,0,119,998.9,48.9,0.524349
2019-05-08 07:00:00,163,58,145,999.0,47.5,0.63945
2019-05-08 07:15:00,240,172,175,999.3,49.4,0.699132
2019-05-08 07:30:00,293,153,209,999.6,45.4,0.7481565
2019-05-08 07:45:00,290,100,220,1000.7,46.2,0.818496
2019-05-08 08:00:00,380,176,252,1000.9,47.4,1.06575
2019-05-08 08:15:00,422,170,299,1001.0,47.5,0.7353675
2019-05-08 08:30:00,263,0,283,1001.2,45.9,1.87572
2019-05-08 08:45:00,281,0,297,1001.2,45.0,1.83309
2019-05-08 09:00:00,311,43,267,1001.5,45.7,1.7798025
2019-05-08 09:15:00,580,236,282,1001.8,45.6,1.6604385
2019-05-08 09:30:00,689,321,288,1002.0,43.2,1.3193985
2019-05-08 09:45:00,725,352,291,1002.5,41.1,2.084607
2019-05-08 10:00:00,700,306,295,1002.9,41.4,1.5368115
2019-05-08 10:15:00,753,347,288,1003.2,40.8,1.376949
2019-05-08 10:30:00,772,363,276,1003.5,40.7,1.4813925
2019-05-08 10:45:00,829,433,232,1003.8,37.3,0.9229395
2019-05-08 11:00:00,845,452,235,1003.6,31.2,1.385475
2019-05-08 11:15:00,879,485,214,1003.8,28.8,2.9009715
2019-05-08 11:30:00,828,396,256,1004.1,31.7,2.2274175
2019-05-08 11:45:00,827,397,277,1004.1,29.6,3.2079075
2019-05-08 12:00:00,812,362,287,1004.5,30.4,2.9308125
2019-05-08 12:15:00,836,408,267,1004.7,28.9,2.451225
2019-05-08 12:30:00,828,411,266,1004.8,30.8,2.451225
2019-05-08 12:45:00,800,385,266,1004.7,32.1,2.596167
2019-05-08 13:00:00,799,409,266,1005.2,32.8,2.063292
2019-05-08 13:15:00,747,366,273,1005.3,29.5,2.0057415
2019-05-08 13:30:00,669,317,283,1005.1,30.8,3.073623
2019-05-08 13:45:00,801,429,315,1005.2,29.2,6.130194
2019-05-08 14:00:00,615,302,253,1005.5,28.7,2.51517
2019-05-08 14:15:00,785,473,273,1005.5,25.7,1.7840655
2019-05-08 14:30:00,462,115,331,1005.6,24.7,1.163799
2019-05-08 14:45:00,389,93,298,1005.7,24.2,3.4104
2019-05-08 15:00:00,539,307,272,1005.7,23.4,1.811775
2019-05-08 15:15:00,463,259,270,1005.8,24.4,1.0380405
2019-05-08 15:30:00,376,139,312,1005.8,23.8,1.082802
2019-05-08 15:45:00,297,71,284,1005.8,23.9,2.8924455
2019-05-08 16:00:00,319,159,263,1005.9,25.6,2.1315
2019-05-08 16:15:00,253,128,207,1006.4,38.3,1.828827
2019-05-08 16:30:00,260,153,225,1006.5,42.6,1.739304
2019-05-08 16:45:00,161,0,183,1006.6,42.0,0.6287925
2019-05-08 17:00:00,152,43,167,1006.6,40.2,0.8248905
2019-05-08 17:15:00,174,281,152,1006.5,36.8,0.4241685
2019-05-08 17:30:00,109,58,135,1006.7,41.3,0.2067555
2019-05-08 17:45:00,88,153,107,1006.7,41.9,0.38367
2019-05-08 18:00:00,72,198,75,1006.7,41.3,0.196098
2019-05-08 18:15:00,39,79,44,1006.7,39.2,0.004263
2019-05-08 18:30:00,0,0,31,1006.9,41.2,-0.0189
2019-05-08 18:45:00,0,0,0,1006.8,44.1,-0.0546
2019-05-08 19:00:00,0,0,0,1007.0,47.7,-0.0378
2019-05-08 19:15:00,0,0,0,1007.4,48.9,-0.0378
2019-05-08 19:30:00,0,0,0,1007.3,51.8,-0.0378
2019-05-08 19:45:00,0,0,0,1007.8,53.0,-0.0378
2019-05-08 20:00:00,0,0,0,1008.1,55.7,-0.0378
2019-05-08 20:15:00,0,0,0,1008.3,53.2,-0.0378
2019-05-08 20:30:00,0,0,0,1008.5,53.7,-0.0357
2019-05-08 20:45:00,0,0,0,1008.7,55.7,-0.0378
2019-05-08 21:00:00,0,0,0,1008.7,54.2,-0.0378
2019-05-08 21:15:00,0,0,0,1008.7,53.6,-0.0378
2019-05-08 21:30:00,0,0,0,1009.0,57.5,-0.0378
2019-05-08 21:45:00,0,0,0,1009.3,54.8,-0.0378
2019-05-08 22:00:00,0,0,0,1009.0,52.8,-0.0378
2019-05-08 22:15:00,0,0,0,1009.1,52.3,-0.0357
2019-05-08 22:30:00,0,0,0,1009.4,49.6,-0.0378
2019-05-08 22:45:00,0,0,0,1009.5,51.8,-0.0378
2019-05-08 23:00:00,0,0,0,1009.3,53.5,-0.0357
2019-05-08 23:15:00,0,0,0,1009.4,54.0,-0.0378
2019-05-08 23:30:00,0,0,0,1009.5,48.6,-0.0336
2019-05-08 23:45:00,0,0,0,1009.5,47.1,-0.0378
2019-05-09 00:00:00,0,0,0,1009.6,48.1,-0.0378
2019-05-09 00:15:00,0,0,0,1009.5,51.6,-0.0378
2019-05-09 00:30:00,0,0,0,1009.5,54.5,-0.0378
2019-05-09 00:45:00,0,0,0,1009.3,52.0,-0.0378
2019-05-09 01:00:00,0,0,0,1009.1,54.9,-0.0378
2019-05-09 01:15:00,0,0,0,1009.2,57.6,-0.0378
2019-05-09 01:30:00,0,0,0,1009.2,56.1,-0.0378
2019-05-09 01:45:00,0,0,0,1009.0,56.5,-0.0378
2019-05-09 02:00:00,0,0,0,1009.1,54.9,-0.0378
2019-05-09 02:15:00,0,0,0,1009.4,53.4,-0.0357
2019-05-09 02:30:00,0,0,0,1009.3,52.7,-0.0378
2019-05-09 02:45:00,0,0,0,1009.3,52.1,-0.0378
2019-05-09 03:00:00,0,0,0,1009.3,48.1,-0.0378
2019-05-09 03:15:00,0,0,0,1009.5,48.5,-0.0378
2019-05-09 03:30:00,0,0,0,1009.2,49.3,-0.0378
2019-05-09 03:45:00,0,0,0,1009.2,49.1,-0.0378
2019-05-09 04:00:00,0,0,0,1009.2,47.4,-0.0378
2019-05-09 04:15:00,0,0,0,1009.2,49.1,-0.0378
2019-05-09 04:30:00,0,0,0,1009.3,53.5,-0.0378
2019-05-09 04:45:00,0,0,0,1009.4,51.8,-0.0378
2019-05-09 05:00:00,0,0,0,1009.5,49.8,-0.0378
2019-05-09 05:15:00,0,0,0,1009.6,45.4,-0.0231
2019-05-09 05:30:00,0,0,0,1009.6,43.7,0.0063945
2019-05-09 05:45:00,43,0,52,1009.8,42.6,0.068208
2019-05-09 06:00:00,69,0,79,1009.7,38.0,0.157731
2019-05-09 06:15:00,108,162,96,1009.9,40.0,0.2877525
2019-05-09 06:30:00,140,220,112,1010.1,39.7,0.302673
2019-05-09 06:45:00,176,233,111,1010.2,40.1,0.754551
